x_coordinate,y_coordinate,0
418,447,8
424,922,8
858,530,8
734,726,8
163,25,8
418,922,8
758,714,8
730,725,8
1167,49,8
725,732,8
734,514,8
156,354,8
724,516,8
166,14,8
1777,367,8
525,817,8
524,809,8
722,732,8
530,489,8
1571,639,8
69,69,8
1547,77,8
1196,646,8
432,297,8
1490,696,8
0,1,8
480,450,8
508,511,8
1858,16,8
1592,478,8
720,667,8
786,430,8
479,448,8
773,739,8
1558,951,8
787,659,8
509,510,8
789,520,8
1775,373,8
1775,371,8
1775,370,8
542,300,8
532,462,8
721,735,8
35,661,8
773,852,8
773,854,8
480,489,8
480,509,8
480,507,8
480,506,8
723,733,8
480,513,8
480,493,8
481,520,8
1803,235,8
500,500,8
1776,370,8
1776,366,8
1262,901,8
480,475,8
100,890,8
720,725,8
1858,26,8
1776,369,8
746,729,8
533,476,8
511,814,8
133,853,8
442,388,8
1773,369,8
819,571,8
736,729,8
1179,867,8
1956,580,8
146,491,8
822,398,8
1178,96,8
149,236,8
751,727,8
441,571,8
1565,629,8
1174,650,8
151,355,8
152,354,8
49,101,8
1307,701,8
718,720,8
730,733,8
1180,866,8
728,577,8
1774,371,8
1555,997,8
134,855,8
470,236,8
724,734,8
727,730,8
483,459,8
801,338,8
1554,996,8
91,122,8
719,720,8
592,245,8
1774,366,8
1487,676,8
1181,867,8
816,317,8
543,314,8
727,728,8
1552,655,8
1552,651,8
271,386,8
204,511,8
883,587,8
652,965,8
298,373,8
305,375,8
253,944,8
1392,310,8
1135,756,8
909,83,8
369,394,8
241,64,8
1131,20,8
298,838,8
1005,868,8
1130,756,8
360,116,8
1391,310,8
1129,786,8
1129,771,8
1005,854,8
1005,851,8
649,195,8
206,519,8
305,504,8
1006,359,8
653,457,8
1016,31,8
1036,958,8
1036,962,8
277,940,8
397,390,8
394,629,8
311,511,8
1394,175,8
895,166,8
1016,238,8
261,446,8
296,372,8
391,390,8
897,22,8
897,166,8
390,411,8
388,403,8
385,415,8
194,210,8
295,371,8
637,802,8
356,95,8
355,489,8
207,510,8
9,82,8
639,568,8
629,475,8
1003,404,8
629,506,8
218,491,8
9,88,8
1003,281,8
302,348,8
302,351,8
302,372,8
643,958,8
334,997,8
639,584,8
334,663,8
224,739,8
1686,181,8
1074,395,8
332,665,8
1104,681,8
642,476,8
340,183,8
217,37,8
353,571,8
633,925,8
1005,834,8
209,522,8
209,524,8
1005,832,8
1125,973,8
210,509,8
1000,500,8
1929,630,8
351,326,8
300,447,8
343,392,8
349,385,8
228,64,8
1001,854,8
214,507,8
1004,861,8
1092,983,8
345,389,8
642,240,8
215,506,8
311,436,8
298,832,8
964,91,8
1161,830,8
273,940,8
616,731,8
403,388,8
176,14,8
402,394,8
309,509,8
401,395,8
274,380,8
403,394,8
1036,932,8
1618,479,8
1036,956,8
174,14,8
1896,189,8
640,835,8
400,390,8
406,496,8
402,418,8
773,856,7
646,453,7
163,22,7
1929,631,7
1498,641,7
300,351,7
1751,650,7
1488,637,7
858,235,7
348,116,7
725,734,7
1830,919,7
1125,972,7
346,997,7
736,730,7
1804,500,7
1546,634,7
163,23,7
1488,250,7
536,474,7
746,728,7
418,448,7
1123,568,7
639,254,7
348,564,7
350,94,7
350,391,7
228,491,7
406,391,7
598,252,7
21,439,7
3,0,7
481,460,7
481,459,7
726,717,7
1059,776,7
708,724,7
638,496,7
1614,921,7
1858,24,7
174,789,7
7,81,7
250,688,7
1614,923,7
1128,771,7
1005,845,7
724,731,7
663,194,7
42,894,7
480,497,7
1592,448,7
204,497,7
735,725,7
1812,376,7
649,981,7
124,955,7
1592,462,7
1464,657,7
640,836,7
1858,25,7
1858,27,7
590,246,7
1894,196,7
1552,644,7
352,569,7
405,395,7
209,500,7
1615,460,7
518,812,7
647,924,7
480,485,7
480,484,7
230,95,7
480,481,7
1858,30,7
977,791,7
508,513,7
420,263,7
704,265,7
480,476,7
207,501,7
725,714,7
1004,853,7
215,289,7
1545,271,7
1742,985,7
226,64,7
108,957,7
1619,151,7
1499,692,7
168,14,7
302,449,7
1486,696,7
1561,718,7
1486,683,7
219,491,7
1618,151,7
1561,634,7
630,477,7
170,14,7
730,724,7
1619,459,7
955,782,7
414,448,7
1003,359,7
959,77,7
1097,978,7
773,471,7
573,519,7
731,727,7
1101,683,7
965,91,7
750,723,7
1815,296,7
105,105,7
751,89,7
731,731,7
964,26,7
1029,461,7
701,474,7
105,769,7
961,496,7
1487,637,7
1108,684,7
1618,460,7
747,733,7
169,135,7
1742,982,7
101,563,7
1778,369,7
633,472,7
37,663,7
769,474,7
343,391,7
735,728,7
115,971,7
216,64,7
938,786,7
532,487,7
533,473,7
770,471,7
301,371,7
937,863,7
628,451,7
771,88,7
276,387,7
1666,20,7
172,14,7
1130,21,7
1529,651,7
1004,852,7
594,250,7
532,475,7
216,517,7
1485,696,7
953,960,7
1907,216,7
1895,195,7
269,384,7
952,643,7
968,28,7
951,783,7
217,500,7
633,475,7
301,832,7
1928,124,7
767,129,7
869,73,7
275,866,7
1745,505,7
1769,369,7
1560,634,7
1859,28,7
98,732,7
1155,271,7
304,503,7
734,741,7
996,988,7
820,478,7
578,960,7
590,553,7
1415,831,7
1014,359,7
995,994,7
387,495,7
1631,47,7
899,166,7
1674,37,7
423,921,7
186,390,7
1509,632,7
20,128,7
313,259,7
147,846,7
401,848,7
1178,95,7
307,525,7
1862,389,7
402,395,7
63,523,7
902,93,7
64,523,7
64,294,7
142,122,7
905,88,7
1137,771,7
404,393,7
1554,994,7
1862,383,7
1862,384,7
735,724,7
1180,867,7
192,491,7
48,7,7
384,384,7
1773,368,7
817,864,7
1554,982,7
1180,96,7
63,931,7
673,443,7
720,721,7
735,722,7
1810,378,7
1822,295,7
178,938,7
1553,648,7
619,835,7
841,114,7
58,770,7
635,568,7
398,397,7
398,429,7
1036,960,7
844,79,7
555,699,7
1036,959,7
1553,626,7
848,77,7
718,724,7
1553,625,7
674,268,7
426,390,7
1018,347,7
396,391,7
1036,931,7
891,587,7
1802,260,7
1489,638,7
61,269,7
442,423,7
1508,633,7
401,429,7
1772,369,7
424,921,7
1017,32,7
184,533,7
576,961,7
1897,188,7
1174,954,7
576,960,7
90,123,7
1038,930,7
57,99,7
1252,919,7
278,520,7
141,899,7
813,771,7
1005,856,7
200,591,7
1775,365,7
743,89,7
742,573,7
1556,638,7
310,510,7
1759,58,7
403,390,7
6,775,7
1134,23,7
651,984,7
704,734,7
543,299,7
634,513,7
1169,47,7
723,731,7
372,400,7
298,419,7
367,426,7
724,224,7
723,729,7
127,996,7
874,754,7
175,878,7
912,150,7
317,450,7
788,577,7
912,86,7
1800,264,7
474,557,7
1326,638,7
631,473,7
82,840,7
724,230,7
202,502,7
911,19,7
698,444,7
1595,461,7
1614,460,7
601,261,7
794,766,7
1249,206,7
376,388,7
404,392,7
1811,376,7
543,597,7
737,731,7
299,370,7
802,364,7
298,370,7
159,14,7
460,707,7
640,568,7
125,857,7
1382,311,7
1774,370,7
634,585,7
638,240,7
297,371,7
1592,479,7
636,560,7
1801,264,7
541,818,7
465,236,7
723,727,7
361,396,7
652,269,7
298,374,7
794,768,7
907,591,7
1698,134,7
361,436,7
138,107,7
375,401,7
799,481,7
1136,195,7
46,637,7
421,448,7
640,932,7
238,64,6
303,351,6
304,838,6
735,426,6
1869,70,6
735,727,6
303,375,6
734,516,6
525,495,6
524,807,6
303,838,6
1544,920,6
734,724,6
1684,48,6
306,450,6
734,721,6
304,376,6
992,815,6
1074,397,6
243,64,6
304,450,6
1082,968,6
304,500,6
991,93,6
306,850,6
1549,645,6
1547,74,6
307,374,6
243,341,6
411,389,6
731,726,6
547,815,6
1017,76,6
719,726,6
1017,31,6
1017,30,6
262,956,6
283,331,6
720,724,6
1016,17,6
1015,31,6
720,735,6
1722,986,6
295,318,6
554,215,6
721,728,6
721,734,6
64,291,6
296,371,6
297,372,6
543,598,6
723,720,6
543,320,6
543,316,6
253,873,6
543,72,6
1039,929,6
59,294,6
723,954,6
717,80,6
270,941,6
270,329,6
1020,359,6
569,467,6
53,890,6
1035,933,6
1035,962,6
716,488,6
267,490,6
1865,24,6
1019,359,6
56,98,6
278,376,6
717,722,6
1036,929,6
717,724,6
717,726,6
717,748,6
557,740,6
1505,637,6
718,722,6
1299,663,6
57,829,6
1919,139,6
542,819,6
542,343,6
731,719,6
1264,873,6
727,731,6
1004,848,6
1004,832,6
301,372,6
301,448,6
1003,855,6
1534,646,6
729,151,6
532,440,6
729,731,6
1265,772,6
730,728,6
1004,860,6
730,731,6
302,352,6
730,735,6
529,489,6
528,807,6
1541,629,6
1002,861,6
528,494,6
1542,153,6
302,838,6
1002,281,6
1004,855,6
1004,863,6
542,315,6
725,720,6
542,308,6
724,483,6
68,678,6
1005,863,6
1517,759,6
724,721,6
252,505,6
724,735,6
70,487,6
1279,975,6
250,686,6
1279,295,6
535,474,6
725,730,6
300,350,6
538,483,6
726,577,6
537,807,6
537,474,6
1004,869,6
1004,865,6
726,733,6
535,485,6
535,475,6
1551,647,6
1571,289,6
1551,830,6
1129,801,6
1773,892,6
905,104,6
378,396,6
1774,309,6
809,587,6
1774,365,6
377,974,6
196,486,6
196,511,6
377,360,6
1600,111,6
803,876,6
802,593,6
375,425,6
464,325,6
904,999,6
1138,665,6
1635,93,6
820,479,6
446,427,6
1773,310,6
447,421,6
1179,709,6
1179,710,6
448,382,6
387,405,6
903,117,6
387,318,6
1945,659,6
819,478,6
1773,362,6
384,629,6
902,998,6
1598,466,6
138,108,6
799,68,6
479,344,6
913,58,6
1130,801,6
202,518,6
362,120,6
1931,97,6
786,475,6
1130,771,6
1131,719,6
361,415,6
125,994,6
125,956,6
360,572,6
1592,477,6
1592,475,6
363,393,6
1131,756,6
1775,315,6
909,85,6
135,893,6
374,482,6
374,94,6
198,499,6
794,561,6
794,560,6
199,592,6
365,322,6
199,593,6
472,919,6
910,51,6
1595,477,6
200,592,6
365,405,6
823,585,6
825,345,6
825,453,6
1169,48,6
419,446,6
420,69,6
854,653,6
1614,637,6
874,752,6
421,371,6
403,398,6
418,928,6
854,636,6
422,448,6
402,491,6
424,390,6
850,771,6
177,948,6
871,803,6
163,14,6
1896,188,6
414,923,6
168,898,6
169,584,6
412,293,6
1163,831,6
1938,666,6
1895,192,6
415,448,6
1619,637,6
408,429,6
417,389,6
1616,923,6
1616,907,6
1767,369,6
407,394,6
425,423,6
156,356,6
391,482,6
149,334,6
394,388,6
1174,663,6
150,468,6
1897,190,6
894,167,6
149,335,6
1772,367,6
395,331,6
149,246,6
895,167,6
1944,643,6
1944,644,6
826,303,6
1177,95,6
1174,653,6
891,647,6
179,947,6
180,520,6
179,948,6
1770,810,6
399,452,6
399,396,6
429,405,6
399,389,6
397,930,6
889,21,6
1625,916,6
841,760,6
841,701,6
1610,479,6
840,759,6
840,528,6
1592,466,6
204,538,6
736,726,6
358,491,6
502,445,6
747,908,6
326,851,6
102,561,6
1561,648,6
968,38,6
1739,169,6
1872,72,6
968,982,6
1666,25,6
227,958,6
228,490,6
100,360,6
1559,640,6
507,512,6
502,444,6
965,34,6
964,44,6
494,453,6
335,110,6
758,716,6
958,926,6
960,38,6
756,719,6
1875,200,6
221,410,6
223,491,6
752,718,6
752,433,6
751,733,6
332,323,6
964,34,6
1780,896,6
745,804,6
1558,993,6
230,1,6
235,95,6
312,512,6
739,437,6
90,122,6
90,9,6
517,502,6
517,712,6
235,543,6
740,437,6
518,500,6
87,899,6
1552,637,6
1552,632,6
736,728,6
1250,205,6
739,733,6
1553,997,6
319,433,6
1555,996,6
745,721,6
317,864,6
509,814,6
981,35,6
510,509,6
984,74,6
741,734,6
515,715,6
985,862,6
1555,630,6
92,508,6
234,64,6
740,734,6
1554,645,6
1570,880,6
219,533,6
219,516,6
351,118,6
352,117,6
1588,898,6
480,527,6
351,350,6
777,189,6
481,413,6
1647,169,6
480,505,6
211,618,6
1124,570,6
350,95,6
212,519,6
482,458,6
482,459,6
210,525,6
480,504,6
349,104,6
1127,726,6
1930,630,6
358,450,6
205,508,6
480,469,6
355,570,6
923,129,6
480,478,6
480,503,6
354,569,6
208,505,6
208,511,6
209,496,6
480,496,6
209,739,6
773,857,6
213,289,6
758,727,6
1778,367,6
1117,566,6
340,126,6
1213,175,6
952,642,6
488,342,6
338,193,6
1571,898,6
486,342,6
490,445,6
1220,175,6
411,403,6
1778,835,6
219,182,6
490,849,6
948,786,6
343,3,6
773,740,6
772,739,6
117,962,6
933,157,6
934,816,6
345,400,6
345,393,6
215,288,6
345,284,6
769,473,6
215,505,6
937,869,6
770,84,6
1879,339,6
485,343,6
215,737,6
161,24,6
636,268,6
620,457,6
637,477,6
45,735,6
1810,377,6
1854,751,6
598,242,6
575,960,6
609,811,6
674,194,6
610,250,6
1464,654,6
1464,653,6
42,893,6
707,729,6
611,451,6
1392,312,6
648,279,6
624,914,6
624,912,6
608,270,6
49,733,6
1805,268,6
599,2,6
589,735,6
574,949,6
1855,739,6
628,460,6
1805,264,6
1368,311,6
1801,259,6
1858,23,6
1858,31,6
690,333,6
33,840,6
1393,312,6
599,455,6
677,149,6
1379,760,6
637,476,6
608,242,6
669,463,6
1859,22,6
668,462,6
1859,23,6
1345,422,6
1488,696,6
632,473,6
639,469,6
593,249,6
595,554,6
1803,252,6
658,959,6
633,513,6
1998,999,6
47,653,6
1802,501,6
594,251,6
1850,101,6
595,249,6
656,512,6
632,811,6
41,80,6
1817,853,6
623,234,6
592,457,6
624,552,6
631,477,6
667,176,6
707,437,6
596,250,6
634,475,6
596,247,6
666,453,6
623,236,6
634,445,6
638,453,6
665,70,6
15,909,6
1802,264,6
46,660,6
638,559,6
27,986,6
639,933,6
586,853,6
636,519,6
635,743,6
45,452,6
629,556,6
1801,235,6
601,260,6
603,246,6
682,408,6
642,932,6
605,2,6
1807,249,6
1494,696,6
636,241,6
1807,260,6
530,807,5
513,201,5
200,593,5
219,489,5
910,48,5
1132,771,5
910,54,5
513,508,5
368,434,5
368,396,5
368,394,5
369,532,5
9,81,5
910,586,5
1972,184,5
910,16,5
1134,771,5
1135,771,5
1557,950,5
593,244,5
1557,923,5
41,79,5
76,491,5
1557,645,5
511,799,5
1243,809,5
16,388,5
199,371,5
512,257,5
512,508,5
1445,848,5
623,188,5
911,43,5
1555,645,5
219,110,5
366,503,5
1112,992,5
202,519,5
741,411,5
954,989,5
41,711,5
650,264,5
730,718,5
515,814,5
1246,846,5
360,563,5
203,503,5
203,505,5
203,506,5
203,512,5
203,590,5
1489,639,5
360,0,5
915,98,5
730,576,5
202,505,5
202,501,5
514,512,5
9,83,5
335,996,5
365,438,5
201,501,5
336,404,5
365,323,5
1355,311,5
364,679,5
219,64,5
623,459,5
1554,987,5
514,814,5
363,116,5
741,573,5
1554,983,5
650,836,5
1557,952,5
731,745,5
908,151,5
696,725,5
1140,771,5
696,731,5
1140,664,5
747,724,5
101,890,5
383,382,5
383,127,5
383,126,5
1487,703,5
192,486,5
747,500,5
383,116,5
903,337,5
194,372,5
100,913,5
194,374,5
621,444,5
902,999,5
385,115,5
697,706,5
1742,988,5
104,104,5
1781,191,5
1781,192,5
388,416,5
388,323,5
1898,188,5
500,781,5
901,151,5
501,271,5
901,681,5
643,244,5
748,506,5
385,427,5
621,235,5
385,378,5
190,367,5
385,323,5
1559,993,5
380,504,5
908,104,5
906,592,5
196,907,5
652,986,5
957,80,5
376,375,5
376,316,5
335,895,5
1558,897,5
593,247,5
530,994,5
1558,647,5
622,531,5
1995,655,5
744,796,5
375,95,5
76,487,5
622,586,5
1828,921,5
957,879,5
1488,638,5
1317,277,5
593,456,5
1657,961,5
621,532,5
1635,94,5
380,380,5
379,982,5
531,474,5
746,719,5
1559,647,5
1559,645,5
195,647,5
905,87,5
1376,35,5
378,487,5
220,490,5
958,924,5
99,809,5
622,239,5
1930,934,5
588,244,5
649,983,5
1124,568,5
700,710,5
349,566,5
627,453,5
734,483,5
212,741,5
643,452,5
212,878,5
349,442,5
928,952,5
1547,645,5
1547,641,5
645,440,5
700,720,5
950,641,5
950,33,5
949,46,5
645,261,5
212,515,5
1372,310,5
1261,900,5
590,472,5
351,325,5
1549,643,5
626,542,5
211,521,5
217,518,5
522,497,5
217,516,5
522,498,5
350,565,5
522,501,5
1801,237,5
350,563,5
1929,498,5
1493,700,5
1549,274,5
700,477,5
528,490,5
929,159,5
524,496,5
1642,843,5
342,166,5
344,392,5
1542,648,5
1970,579,5
216,56,5
526,493,5
945,795,5
342,396,5
342,403,5
939,77,5
1869,71,5
644,251,5
343,425,5
343,395,5
1869,67,5
1869,63,5
589,460,5
589,454,5
1369,360,5
945,928,5
1546,640,5
628,452,5
341,3,5
1929,109,5
1546,625,5
645,250,5
731,729,5
733,721,5
348,103,5
948,22,5
10,836,5
627,967,5
1650,117,5
214,745,5
525,494,5
341,416,5
936,3,5
80,487,5
644,579,5
211,510,5
211,348,5
521,801,5
1494,202,5
358,98,5
737,726,5
518,502,5
1802,241,5
356,569,5
206,491,5
1802,236,5
338,183,5
1644,776,5
1127,829,5
1127,802,5
953,641,5
1127,793,5
77,275,5
1540,630,5
736,733,5
736,731,5
1128,756,5
358,127,5
1550,275,5
205,519,5
730,720,5
204,506,5
342,933,5
204,507,5
337,193,5
1489,695,5
1489,696,5
1129,568,5
218,488,5
358,490,5
517,506,5
917,171,5
89,122,5
730,729,5
701,720,5
701,710,5
205,505,5
921,279,5
648,259,5
922,591,5
736,727,5
208,523,5
699,708,5
1360,991,5
1126,799,5
629,413,5
1126,797,5
1550,645,5
208,741,5
77,522,5
209,494,5
209,495,5
647,261,5
625,756,5
521,499,5
209,740,5
352,408,5
339,426,5
591,245,5
730,747,5
591,246,5
354,488,5
1563,578,5
42,890,5
1250,669,5
736,724,5
354,563,5
354,552,5
953,72,5
1551,641,5
591,249,5
354,426,5
1127,30,5
353,575,5
629,474,5
735,732,5
520,499,5
520,500,5
736,725,5
25,505,5
749,740,5
833,586,5
1772,368,5
1607,467,5
1772,366,5
690,922,5
480,498,5
149,337,5
480,500,5
480,502,5
441,724,5
1175,978,5
441,421,5
480,512,5
150,236,5
480,514,5
440,570,5
1804,272,5
1174,662,5
1174,658,5
480,850,5
1855,165,5
690,453,5
122,383,5
1177,97,5
480,452,5
444,63,5
600,254,5
1858,21,5
443,554,5
148,244,5
480,463,5
148,250,5
123,953,5
1858,33,5
1479,696,5
480,470,5
1176,979,5
826,586,5
1858,29,5
1858,32,5
480,483,5
480,487,5
676,192,5
692,527,5
1178,866,5
836,965,5
673,467,5
156,405,5
1955,414,5
773,737,5
849,770,5
694,442,5
1581,982,5
851,73,5
423,967,5
1463,654,5
610,808,5
852,107,5
423,439,5
1880,339,5
422,967,5
610,838,5
854,632,5
421,450,5
1811,735,5
848,74,5
155,240,5
1483,685,5
26,473,5
481,406,5
481,407,5
776,857,5
1771,368,5
481,457,5
840,172,5
776,416,5
434,713,5
840,965,5
482,348,5
1172,272,5
609,239,5
153,573,5
841,953,5
154,115,5
845,491,5
1770,812,5
1776,374,5
27,661,5
125,20,5
772,471,5
1774,363,5
683,749,5
1775,363,5
1775,364,5
1598,465,5
1598,467,5
1886,146,5
1807,503,5
131,762,5
1599,464,5
801,586,5
462,431,5
604,452,5
139,848,5
130,854,5
29,646,5
788,642,5
1775,392,5
140,130,5
1774,364,5
1598,463,5
137,901,5
791,520,5
468,121,5
603,554,5
1807,253,5
134,856,5
1596,478,5
795,564,5
795,892,5
