x_coordinate,y_coordinate,0
1848,587,11
199,1506,11
423,381,11
1448,1640,11
660,221,11
660,1284,11
1448,1636,11
1823,293,11
1856,573,11
1453,1640,11
1837,580,11
14,907,11
1107,1442,11
420,420,11
1944,1777,11
1933,1823,11
1881,1800,11
195,489,11
351,393,11
1428,1626,11
1855,578,11
444,1687,11
1778,1756,11
773,783,11
1230,1778,11
632,225,11
1860,574,11
1230,1749,11
1061,755,11
1851,584,11
633,727,11
1229,1743,11
1855,360,11
1062,755,11
1795,1979,11
1063,756,11
348,380,11
349,372,11
788,642,11
217,1538,11
1691,1204,11
1231,1753,11
1779,1754,11
622,437,11
1649,1869,11
626,1255,11
31,1903,11
1406,1404,11
1232,1765,11
1789,1410,11
666,1280,11
284,1084,10
297,1378,10
204,505,10
1567,542,10
215,507,10
817,798,10
1842,595,10
11,216,10
1869,596,10
341,1498,10
748,799,10
977,204,10
781,888,10
209,1060,10
1850,573,10
1233,1780,10
209,510,10
1877,601,10
925,1854,10
421,376,10
721,1983,10
1233,1750,10
1848,591,10
1363,1758,10
1226,1775,10
1639,212,10
732,1588,10
1652,1873,10
216,741,10
1235,1777,10
773,736,10
1655,1869,10
960,589,10
390,1477,10
210,463,10
1611,1101,10
930,159,10
729,1297,10
1907,404,10
1856,574,10
289,1086,10
1828,1819,10
725,729,10
1247,1233,10
1855,577,10
1652,253,10
1916,1808,10
1201,1756,10
1614,237,10
724,734,10
1247,1772,10
1455,1638,10
626,444,10
1888,1479,10
185,1633,10
224,1670,10
1767,1546,10
1823,291,10
550,1739,10
162,24,10
193,489,10
194,1512,10
1862,981,10
60,502,10
1866,579,10
568,624,10
1746,1648,10
1529,1200,10
46,1890,10
189,1550,10
196,487,10
1996,101,10
1107,1443,10
1822,539,10
189,1591,10
1061,757,10
123,289,10
429,1470,10
1127,1496,10
1893,1801,10
177,1607,10
49,1680,10
661,1217,10
1131,1446,10
1429,1643,10
45,1651,10
720,725,10
123,1428,10
1813,697,10
627,445,10
622,441,10
1858,1756,10
671,1225,10
118,1715,10
621,1417,10
105,769,10
1411,626,10
1166,1701,10
664,1282,10
185,1515,10
1898,1492,10
661,1283,10
475,1255,10
210,511,9
773,735,9
493,778,9
1859,328,9
1645,1248,9
341,384,9
1594,1783,9
1855,581,9
219,605,9
117,1420,9
396,387,9
692,743,9
1747,1649,9
1630,1220,9
358,564,9
393,1480,9
80,489,9
1201,305,9
215,1633,9
435,1697,9
1216,1756,9
800,1873,9
1272,1675,9
397,1480,9
775,739,9
1859,584,9
1812,1597,9
788,670,9
1420,437,9
673,1288,9
1607,1788,9
1778,1754,9
1875,596,9
1529,1187,9
1634,1344,9
195,490,9
980,1023,9
1085,768,9
790,816,9
1860,594,9
257,1683,9
10,1648,9
1903,1843,9
1794,1977,9
1851,569,9
178,1504,9
1230,1736,9
1850,1811,9
0,1969,9
1060,757,9
196,488,9
633,1236,9
774,736,9
774,783,9
1779,1756,9
1856,576,9
973,1033,9
256,505,9
1426,1618,9
1084,1372,9
121,963,9
522,556,9
1531,1190,9
347,372,9
204,1149,9
1856,575,9
1276,1612,9
360,563,9
724,733,9
111,1074,9
1223,1244,9
1461,1635,9
118,1477,9
726,715,9
426,373,9
417,1979,9
1932,94,9
116,1721,9
1898,1838,9
809,1868,9
918,1860,9
26,661,9
728,1584,9
968,468,9
652,245,9
1863,588,9
1656,1267,9
35,1590,9
1138,1729,9
966,1941,9
1049,57,9
1022,57,9
1801,574,9
655,1229,9
1455,1629,9
1222,1245,9
1847,1811,9
421,374,9
1723,1112,9
366,1947,9
1454,1711,9
146,1505,9
1836,584,9
657,1229,9
1873,1812,9
657,1650,9
294,1078,9
1857,590,9
1220,1780,9
1165,1725,9
1932,96,9
1987,100,9
287,1086,9
614,443,9
1767,658,9
1798,1358,9
1845,579,9
333,505,9
373,401,9
1007,1512,9
904,778,9
1864,588,9
9,683,9
354,569,9
1591,1769,9
187,1513,9
1257,1237,9
619,1231,9
19,125,9
250,1677,9
1233,1774,9
661,236,9
735,725,9
362,405,9
1887,1766,9
1656,1252,9
1358,1374,9
363,372,9
733,1590,9
360,564,9
1864,583,9
1623,1591,9
1857,569,9
118,1088,9
608,270,9
1731,519,9
1719,1106,9
1118,1405,9
207,1522,8
1695,1341,8
817,863,8
1742,1788,8
1225,1245,8
23,1988,8
501,557,8
1505,1888,8
0,1,8
1884,1811,8
1944,1776,8
1226,1778,8
1420,435,8
1223,1246,8
1084,768,8
224,1719,8
1624,1762,8
1132,1497,8
1301,1795,8
652,679,8
1694,1341,8
500,558,8
192,1698,8
193,488,8
844,1409,8
1468,1195,8
1848,574,8
1865,577,8
1658,1263,8
1465,1650,8
237,514,8
1467,1195,8
1441,1643,8
1950,1776,8
1228,1249,8
604,1224,8
1438,1877,8
1655,1870,8
1951,411,8
1653,1873,8
1845,581,8
334,663,8
927,1849,8
1245,1230,8
1865,589,8
1661,271,8
1905,1845,8
15,1624,8
212,1553,8
318,1893,8
1662,1265,8
1454,1641,8
1454,1629,8
922,1871,8
1453,1630,8
922,1866,8
1847,567,8
134,1480,8
322,1177,8
1460,1634,8
1949,1776,8
92,1489,8
104,1410,8
616,443,8
1746,1788,8
1644,1341,8
346,373,8
1426,1629,8
346,694,8
1644,215,8
300,374,8
862,1593,8
248,129,8
1278,330,8
1795,1978,8
855,1402,8
350,365,8
350,1565,8
1954,1758,8
208,1780,8
117,1444,8
138,1477,8
181,945,8
224,1610,8
337,1176,8
187,1646,8
120,1714,8
180,941,8
137,1399,8
340,1176,8
1648,1287,8
1946,1774,8
628,809,8
1998,1999,8
1428,1230,8
1777,1754,8
344,381,8
1872,592,8
247,771,8
1852,599,8
741,733,8
1861,605,8
978,957,8
1899,1809,8
1875,1797,8
703,1229,8
733,1588,8
733,1580,8
674,1273,8
733,438,8
1854,580,8
411,383,8
1828,582,8
1576,1779,8
1854,575,8
1860,607,8
1408,1925,8
1608,1788,8
1896,1490,8
665,1280,8
1179,646,8
1727,1094,8
417,374,8
417,380,8
45,1979,8
1834,571,8
1857,580,8
118,1473,8
1215,1754,8
204,1628,8
1063,757,8
1814,1779,8
110,1074,8
399,1496,8
1361,1377,8
747,735,8
201,1784,8
758,1293,8
1831,554,8
32,1269,8
656,220,8
1789,1408,8
1914,1788,8
1350,1189,8
218,1725,8
1935,1826,8
1961,1844,8
1393,306,8
1994,110,8
1900,1802,8
197,1608,8
924,1856,8
41,1683,8
1009,646,8
740,799,8
1876,355,8
1397,686,8
983,1018,8
194,1487,8
399,1469,8
1141,1758,8
799,1873,8
810,1227,8
720,721,8
1025,1512,8
1835,1803,8
205,1580,8
271,386,8
809,809,8
715,1241,8
199,1540,8
420,401,8
111,1075,8
373,1467,8
722,725,8
223,1535,8
288,1090,8
656,1229,8
1835,571,8
290,1378,8
726,1586,8
199,1623,8
422,376,8
289,1090,8
1822,1791,8
717,725,8
1477,504,7
897,884,7
903,735,7
1652,1288,7
1983,96,7
211,509,7
618,1426,7
1662,1237,7
1652,225,7
211,466,7
1454,1651,7
616,433,7
1455,1695,7
700,1268,7
1651,1873,7
1478,504,7
422,371,7
1651,1286,7
180,925,7
421,504,7
1844,568,7
624,675,7
622,1417,7
1844,575,7
400,1491,7
543,635,7
1592,1790,7
1384,1180,7
1662,1669,7
1650,253,7
923,1868,7
1261,1240,7
1650,254,7
1897,1837,7
421,380,7
212,1504,7
181,891,7
1650,256,7
1819,1819,7
334,1890,7
743,804,7
702,1203,7
718,725,7
1652,1869,7
430,1678,7
753,1536,7
1660,1669,7
412,282,7
183,1507,7
183,1516,7
1879,1808,7
413,285,7
425,411,7
162,123,7
416,375,7
1802,1086,7
728,1588,7
1984,98,7
1443,1459,7
184,680,7
185,1634,7
725,730,7
1463,1845,7
1660,242,7
1245,1753,7
1846,591,7
727,724,7
1846,592,7
1947,1777,7
431,382,7
421,372,7
732,1589,7
422,381,7
738,472,7
702,1296,7
182,1478,7
326,165,7
1662,244,7
1948,1777,7
420,1009,7
717,723,7
611,439,7
423,374,7
910,1840,7
736,728,7
409,384,7
724,727,7
1654,1238,7
1250,1264,7
212,511,7
1655,1267,7
608,1417,7
724,729,7
410,1510,7
423,920,7
428,1676,7
1596,1871,7
1941,1777,7
1948,1785,7
503,558,7
1634,1348,7
28,1522,7
663,1171,7
1332,752,7
1609,1789,7
48,733,7
1546,642,7
1943,1775,7
799,1862,7
1631,215,7
1873,592,7
172,1074,7
359,563,7
647,286,7
646,1657,7
1634,1351,7
505,558,7
48,1620,7
644,575,7
1421,1619,7
1903,1818,7
1834,564,7
460,1688,7
1778,1757,7
789,1868,7
789,1867,7
61,1508,7
642,251,7
642,244,7
1794,1978,7
800,1880,7
829,552,7
194,488,7
25,1982,7
368,1986,7
146,1492,7
371,1466,7
1614,1594,7
46,1980,7
372,95,7
1824,1799,7
193,418,7
372,1469,7
659,232,7
654,226,7
1416,1415,7
1301,1787,7
1780,1755,7
63,1544,7
361,391,7
193,1704,7
823,1224,7
145,1492,7
1411,625,7
1623,1777,7
1519,1614,7
806,1665,7
651,245,7
661,225,7
1874,589,7
650,246,7
650,245,7
804,1633,7
361,1266,7
1872,1578,7
511,473,7
673,1279,7
1428,1625,7
168,1523,7
50,1521,7
684,1288,7
1816,614,7
179,942,7
1816,1107,7
1882,593,7
393,1501,7
1777,1757,7
1351,1189,7
1831,819,7
394,258,7
395,1477,7
1842,1826,7
342,455,7
168,1528,7
883,587,7
399,1299,7
628,441,7
757,497,7
32,1702,7
59,1697,7
1969,1736,7
1969,1735,7
1429,1625,7
341,1176,7
696,1244,7
1357,1377,7
1877,597,7
340,504,7
1645,215,7
1971,390,7
177,1493,7
1841,974,7
177,1494,7
150,123,7
1979,1559,7
1794,1981,7
454,1697,7
788,641,7
150,1412,7
1607,1762,7
1896,1804,7
349,565,7
49,1703,7
1945,1776,7
1841,544,7
1641,248,7
1530,1197,7
189,1714,7
635,477,7
1935,97,7
204,513,7
1960,1843,7
30,1539,7
1893,1837,7
1643,215,7
1953,1791,7
863,817,7
1396,686,7
30,1575,7
1396,622,7
1971,1044,7
1876,597,7
720,1255,7
798,1856,7
1177,526,7
1691,1341,7
1008,646,7
1994,96,7
1717,1095,7
215,1140,7
131,1428,7
1856,580,7
299,373,7
299,372,7
247,950,7
951,689,7
1,0,7
1006,646,7
1190,1818,7
1858,577,7
1228,1739,7
952,642,7
1690,1341,7
1228,1242,7
1045,57,7
1164,1726,7
1684,1241,7
1164,1732,7
1858,166,7
1115,1457,7
1027,82,7
274,385,7
1030,84,7
1030,85,7
934,252,7
1849,1809,7
1234,1231,7
0,1345,7
944,1045,7
1856,594,7
242,130,7
1869,1789,7
1231,1774,7
1856,590,7
1231,1739,7
1165,1732,7
226,1540,7
10,1514,7
1912,1850,7
1668,1243,7
267,1261,7
256,1234,7
1867,597,7
991,207,7
1855,575,7
2,1275,7
122,1418,7
9,256,7
1855,567,7
1215,1755,7
118,1714,7
1214,1751,7
287,1083,7
1060,755,7
217,1539,7
286,1083,7
261,445,7
1059,757,7
1059,755,7
286,1085,7
256,506,7
223,1626,7
254,504,7
1224,1246,7
1691,1875,7
297,371,7
1851,1811,7
1855,1813,7
1225,1776,7
1915,4,7
1862,594,7
1909,1775,7
1082,768,7
1852,1846,7
10,216,7
224,1514,7
1694,1344,7
1153,1780,7
1694,1345,7
9,1593,7
1765,73,7
1,1714,7
929,1849,7
1043,144,7
219,1570,7
1857,589,7
1016,1939,7
1666,1683,7
1755,1647,6
1900,1714,6
826,552,6
498,1275,6
363,361,6
192,1600,6
207,510,6
1852,591,6
163,1484,6
1419,436,6
1713,1261,6
1820,600,6
1624,1590,6
207,487,6
105,770,6
1083,767,6
499,562,6
394,260,6
1082,767,6
56,1668,6
1381,1381,6
192,907,6
1945,335,6
216,495,6
1989,1989,6
1693,1341,6
175,1446,6
1793,1979,6
1729,1104,6
361,463,6
959,1877,6
1977,105,6
361,1267,6
431,1512,6
827,565,6
395,352,6
1821,601,6
725,717,6
62,1641,6
1855,604,6
1895,1837,6
577,1440,6
1223,1243,6
1305,1163,6
293,1411,6
1861,567,6
367,116,6
221,1747,6
657,791,6
656,331,6
1138,1166,6
1827,557,6
1847,590,6
658,1185,6
1944,221,6
658,1229,6
134,1437,6
219,1664,6
146,486,6
1,1343,6
1224,1244,6
15,1986,6
152,1073,6
822,1223,6
1730,298,6
192,1811,6
31,1685,6
174,1488,6
654,110,6
482,1249,6
1223,1776,6
1855,584,6
63,125,6
164,1059,6
1866,608,6
1857,584,6
251,1076,6
1898,1808,6
1085,767,6
46,1979,6
1795,1980,6
636,574,6
1796,54,6
1228,1244,6
1767,1545,6
248,1433,6
1922,1912,6
202,1510,6
142,122,6
1638,1270,6
142,320,6
1129,1441,6
1593,1771,6
1636,1059,6
208,733,6
729,412,6
142,1488,6
636,477,6
1425,1695,6
1424,1695,6
1840,546,6
1338,1757,6
1129,17,6
1639,1581,6
1639,1580,6
1453,1629,6
850,488,6
323,365,6
753,1541,6
10,1667,6
635,248,6
952,645,6
298,371,6
50,663,6
753,1543,6
1240,379,6
519,631,6
235,1830,6
198,1709,6
110,1437,6
644,246,6
119,1716,6
1661,1669,6
1885,1783,6
759,497,6
358,889,6
926,694,6
1936,1128,6
176,1475,6
207,1675,6
1355,1372,6
416,376,6
704,1353,6
191,1567,6
192,489,6
762,1545,6
1936,285,6
207,1659,6
118,1462,6
639,290,6
641,234,6
1807,1779,6
1807,1797,6
725,445,6
121,1439,6
1380,1378,6
954,959,6
1634,1346,6
40,1708,6
955,1922,6
1808,455,6
1196,1280,6
837,115,6
249,1407,6
198,1489,6
1903,1544,6
1020,56,6
253,129,6
392,1497,6
659,1209,6
1862,1807,6
1608,1790,6
1370,1572,6
222,609,6
166,895,6
1789,1411,6
1455,1324,6
437,353,6
1063,755,6
1814,1785,6
1398,1212,6
1398,621,6
792,876,6
1834,553,6
777,1980,6
204,1058,6
790,1867,6
1707,1456,6
259,445,6
217,1424,6
1834,603,6
1874,1806,6
118,1721,6
170,1548,6
1854,328,6
1874,1781,6
1529,1186,6
581,1545,6
455,371,6
673,870,6
1057,1457,6
118,1719,6
117,1719,6
1529,1198,6
258,1936,6
974,1033,6
287,1090,6
1215,1281,6
196,1886,6
150,1513,6
149,1511,6
1569,542,6
1934,1826,6
380,422,6
380,1287,6
1392,306,6
286,1086,6
29,1564,6
29,1567,6
924,1867,6
418,372,6
1663,1264,6
1782,1752,6
785,1596,6
1992,105,6
1720,1101,6
1859,581,6
785,578,6
117,1712,6
982,1049,6
1342,1210,6
780,1528,6
1396,704,6
780,273,6
222,1795,6
1960,1959,6
286,1614,6
689,1291,6
1061,96,6
150,1511,6
286,1087,6
1817,602,6
1395,547,6
440,995,6
728,666,6
1394,1912,6
923,1873,6
1394,1891,6
1789,1407,6
45,633,6
671,1285,6
1819,250,6
810,1228,6
194,489,6
98,1442,6
1409,646,6
256,504,6
318,1896,6
1819,600,6
1454,1639,6
772,743,6
1910,1758,6
664,1281,6
1385,83,6
1614,240,6
773,739,6
46,9,6
290,1069,6
699,734,6
1599,1882,6
45,1980,6
1411,624,6
1855,582,6
1,1998,6
1411,628,6
1866,991,6
1957,1816,6
771,735,6
1801,540,6
254,1234,6
392,117,6
1861,144,6
1410,1471,6
1832,555,6
1935,1818,6
699,1269,6
371,1519,6
1348,1944,6
579,1041,6
923,1860,6
1216,1751,6
1835,582,6
375,1202,6
1813,958,6
696,1222,6
1217,1752,6
1526,1989,6
171,596,6
375,1290,6
457,1894,6
923,1867,6
1883,353,6
1867,582,6
217,520,6
375,1291,6
1814,603,6
1601,1830,6
1611,243,6
1941,1787,6
102,562,6
1855,574,6
102,913,6
2,1277,6
197,1489,6
147,1502,6
1853,1673,6
1858,1816,6
1218,1748,6
666,666,6
1874,590,6
171,1492,6
1067,1622,6
1874,600,6
1941,1782,6
1205,1626,6
923,1866,6
697,744,6
1996,1045,6
634,477,6
119,1394,6
1936,1827,6
724,718,6
39,403,6
234,1673,6
1260,1235,6
615,441,6
403,456,6
937,870,6
1651,251,6
615,443,6
615,444,6
210,1609,6
1829,42,6
92,1492,6
1260,1981,6
210,1563,6
616,255,6
1679,1288,6
1911,1849,6
1965,394,6
1166,1732,6
1659,1281,6
1258,775,6
211,510,6
38,1714,6
1947,1765,6
1437,1402,6
555,1192,6
900,104,6
735,728,6
422,398,6
1899,1492,6
1234,1766,6
214,1140,6
1899,1491,6
919,1853,6
19,126,6
58,1491,6
1238,1972,6
551,1590,6
551,1448,6
892,962,6
1898,1782,6
1239,514,6
277,386,6
342,392,6
1904,1844,6
184,1633,6
210,522,6
738,744,6
1843,974,6
620,442,6
210,510,6
423,515,6
104,770,6
1846,612,6
1888,593,6
243,1757,6
52,550,6
111,1714,6
137,1479,6
214,1687,6
1844,543,6
1829,46,6
187,1539,6
181,946,6
187,1541,6
1477,1851,6
1366,1010,6
242,1727,6
1824,261,6
716,724,6
1649,728,6
187,1615,6
724,674,6
302,1915,6
619,1179,6
1682,1804,6
547,602,6
1947,1766,6
413,372,6
1947,1767,6
1864,1785,6
596,514,6
220,741,6
915,1855,6
1015,1503,6
1760,70,6
931,444,6
185,1627,6
598,592,6
732,727,6
928,1860,6
54,1525,6
1802,575,6
54,1510,6
1800,1087,6
1849,564,6
54,1488,6
420,1485,6
1719,1108,6
1108,1437,6
420,69,6
1462,1638,6
1786,1755,6
1786,1761,6
1449,1883,6
185,1628,6
1449,1641,6
55,100,6
54,1987,6
1447,1636,6
723,728,6
1016,508,6
1448,1621,6
1949,1777,6
1024,744,6
135,1445,6
1024,1512,6
1467,421,6
332,354,6
1119,1780,6
1255,1238,6
558,1434,6
1824,1800,6
211,1064,6
227,1768,6
120,1501,6
1864,587,6
1652,1872,6
1908,404,6
1856,607,6
1898,1494,6
334,1889,6
1235,1744,6
1119,1408,6
1899,1490,6
1238,1742,6
1652,813,6
1653,255,6
1439,1640,6
274,378,6
57,1636,6
1828,1007,6
220,1547,6
1116,1457,6
18,128,6
18,129,6
1107,1436,6
912,85,6
1871,604,6
560,621,6
421,922,6
911,690,6
1849,584,6
910,1850,6
1987,783,6
733,1581,6
1653,815,6
1365,511,6
339,888,6
1244,1240,6
862,1592,6
300,372,6
300,371,6
209,1059,6
1592,1777,6
161,819,6
631,1228,6
209,605,6
1848,564,6
747,725,6
862,1586,6
1841,1175,6
1127,1494,6
348,392,6
861,1712,6
189,1486,6
1428,1229,6
1866,577,6
1858,575,6
1920,1797,6
1592,1678,6
630,453,6
346,386,6
277,1572,6
33,1662,6
1948,1772,6
1953,411,6
629,449,6
135,417,6
743,735,6
345,390,6
1946,1772,6
50,1604,6
50,1603,6
1229,1241,6
1829,1526,6
190,357,6
1746,1649,6
523,1830,6
1948,1776,6
1280,1946,6
1969,384,6
1426,1639,6
1953,1778,6
141,290,6
1022,55,6
22,1511,6
633,504,6
1862,1824,6
1243,1753,6
633,230,6
1660,1277,6
1490,719,6
1377,1395,6
1953,1758,6
750,444,6
419,386,6
1846,1830,6
1279,328,6
1666,1237,6
189,1677,6
1841,545,6
712,1238,6
1716,1100,6
860,1591,6
1948,1773,6
1230,1775,6
983,482,6
180,946,6
869,805,6
1646,1348,6
51,1505,6
12,216,6
1591,1762,6
1946,1776,6
59,1577,6
1645,1346,6
1095,1493,6
201,1622,6
1275,1853,6
572,1818,6
210,464,6
155,333,6
1431,1227,6
0,1685,6
1842,1791,6
1724,1105,5
437,1464,5
438,1464,5
1724,1853,5
1568,542,5
437,1475,5
1879,1654,5
163,1500,5
1027,1512,5
1867,1780,5
1389,622,5
166,1502,5
424,918,5
100,1483,5
1827,262,5
1996,383,5
123,1426,5
198,1632,5
1388,526,5
1380,639,5
423,399,5
1818,601,5
1376,86,5
1373,1174,5
725,731,5
1996,170,5
1964,1843,5
1154,1402,5
39,1507,5
1822,1118,5
712,1241,5
721,719,5
1045,84,5
421,522,5
1376,83,5
1549,1847,5
1058,642,5
196,1744,5
164,1057,5
440,1471,5
714,1987,5
1721,1097,5
5,804,5
1817,601,5
265,1996,5
1549,1864,5
924,1865,5
1023,744,5
1859,577,5
262,1683,5
1378,619,5
709,722,5
1549,1865,5
441,1471,5
710,730,5
686,1512,5
1879,356,5
198,369,5
1042,56,5
440,1105,5
1729,1122,5
272,388,5
68,1478,5
1823,43,5
421,923,5
714,1345,5
1026,1513,5
39,1490,5
1379,627,5
722,717,5
1768,642,5
118,1496,5
711,1236,5
1823,247,5
1058,643,5
701,1269,5
159,819,5
1940,425,5
1964,873,5
1024,56,5
1818,602,5
94,74,5
1380,640,5
712,1363,5
1962,1841,5
1915,5,5
422,921,5
718,711,5
697,1994,5
697,1830,5
39,1611,5
718,722,5
1941,1776,5
199,1497,5
41,1468,5
1548,1850,5
1381,639,5
1939,1828,5
198,1412,5
124,1423,5
1374,780,5
163,22,5
418,1016,5
165,1060,5
1049,1628,5
1819,99,5
704,708,5
110,1425,5
699,1273,5
703,1356,5
42,457,5
197,1494,5
39,1523,5
423,922,5
433,1479,5
1152,1447,5
1041,56,5
1376,1375,5
1915,1800,5
1788,1409,5
198,548,5
163,820,5
163,951,5
271,14,5
431,372,5
418,387,5
423,390,5
275,497,5
1824,1118,5
118,1514,5
1898,1495,5
706,729,5
1787,1761,5
1941,1791,5
161,821,5
1962,1633,5
1858,580,5
695,1259,5
1939,425,5
725,716,5
199,1551,5
1387,632,5
1560,1650,5
198,1576,5
1018,1926,5
1380,1196,5
199,1554,5
422,254,5
119,1708,5
197,1530,5
1724,1098,5
1381,625,5
275,379,5
38,1695,5
1157,740,5
68,1489,5
429,924,5
163,1059,5
38,1631,5
1941,1788,5
1769,644,5
705,1265,5
160,23,5
696,524,5
124,1434,5
42,1689,5
42,1691,5
720,708,5
1823,294,5
41,1563,5
924,1861,5
685,1979,5
619,513,5
1433,1417,5
1479,42,5
546,607,5
243,615,5
1750,1644,5
0,1470,5
1099,1382,5
622,442,5
180,1523,5
188,677,5
180,1494,5
1763,226,5
539,1867,5
623,446,5
1431,1226,5
1797,1856,5
538,473,5
0,1478,5
537,474,5
1763,73,5
187,1561,5
59,1513,5
619,243,5
1864,150,5
555,1035,5
555,544,5
555,448,5
182,14,5
554,1592,5
1436,1652,5
1804,576,5
1475,646,5
553,1479,5
1102,941,5
1436,960,5
1804,1072,5
615,442,5
187,1498,5
551,1435,5
1866,424,5
1952,411,5
119,1514,5
226,1492,5
537,472,5
60,1652,5
1488,1711,5
120,1809,5
632,240,5
50,1613,5
632,447,5
50,1565,5
1489,360,5
1953,1755,5
528,625,5
1953,1756,5
527,1198,5
1427,1619,5
50,1494,5
178,1709,5
633,728,5
119,1443,5
1,7,5
524,435,5
60,1522,5
522,802,5
247,770,5
189,1504,5
1430,1227,5
1428,1232,5
245,1652,5
1747,1789,5
1096,1942,5
1429,1626,5
51,1517,5
225,1538,5
535,474,5
534,1176,5
1094,941,5
